linear,lasso,ridge,poly
1.61652624,1.616331243,0.025001982,1.543485893
1.69917175,1.698976611,0.017992371,1.793104084
1.815025407,1.814815498,0.018969978,2.662815551
0.272505417,0.27247744,0.003230858,0.304541719
1.102721432,1.10259873,0.013662552,1.036576861
1.220292267,1.220159409,0.010756107,1.528684139
1.969472687,1.969234837,0.02517312,1.337163454
1.68709087,1.686896066,0.018748391,1.483824382
1.625051767,1.624864929,0.018149395,1.743578344
2.017015139,2.016756033,0.034496771,1.947441066
1.927107592,1.926864415,0.031741957,2.262550047
1.592713357,1.592524035,0.022869028,2.145338721
1.033815931,1.033702708,0.011538358,1.592717568
2.386473058,2.386202763,0.016074092,-11.64218778
-1.072219724,-1.072104515,-0.009029736,-11.21699409
0.367470219,0.367431162,0.007621103,-0.337601505
0.594219462,0.594154116,0.012082419,-0.097163376
0.521463614,0.521405936,0.012859216,0.560896175
0.516153909,0.516096612,0.013342278,0.547079923
0.488490958,0.488437582,0.011232208,0.596004555
0.580600881,0.580538262,0.009516716,0.362464611
0.437836868,0.437789494,0.009937297,0.571051735
0.467072347,0.467021541,0.01063694,0.607208042
0.489787313,0.489733663,0.011559043,0.661912859
0.562360752,0.562297396,0.015344764,0.654179258
0.342003049,0.341965772,0.010903998,0.252038254
0.027811976,0.027809174,0.00092567,0.461322888
0.151327056,0.151311166,0.006067153,0.48856504
0.09322854,0.09321894,0.003604803,0.470892275
0.138744514,0.138729979,0.005770747,0.357397837
0.142429684,0.142414773,0.005686975,0.480087034
0.920406919,0.920310171,0.006198263,1.468109489
1.195953493,1.195826452,0.007545809,-9.018577047
1.324791586,1.324637355,0.019901773,1.275513983
0.069644184,0.069637157,0.001101931,0.138768583
-0.12825258,-0.128239463,-0.002758481,-0.269588299
-0.104409006,-0.104398372,-0.002243009,-0.260233088
-0.078001038,-0.077993131,-0.001657241,-0.142439212
-0.797908799,-0.797818996,-0.015208862,-2.111577122
0.119602055,0.119589927,0.001701239,-0.267406999
-0.225463247,-0.225440266,-0.002340625,-0.795306455
0.515735039,0.515680841,0.006168274,0.906050292
0.439565606,0.439519722,0.005314865,1.159340228
0.49636926,0.496314052,0.013602861,0.890699709
0.419618858,0.419573621,0.009460777,1.453375343
0.89312595,0.893018268,0.024930094,2.108304211
0.917418943,0.917307822,0.025603266,1.86739446
0.96006955,0.959952476,0.026597289,1.830878487
0.531389626,0.531331911,0.010439417,2.386254362
0.553378427,0.553318473,0.010110031,3.871911544
0.219415171,0.219392443,0.004347292,2.429900336
0.144005361,0.143990633,0.002757502,2.581154894
0.285705891,0.285676216,0.004684501,0.473338504
0.375088306,0.375048778,0.006522241,0.225838823
0.377645854,0.377606739,0.004334948,0.042411932
0.163395728,0.16337901,0.002802485,-0.802785499
0.408825957,0.408781049,0.011936619,0.407207827
0.530695336,0.530634276,0.018251444,0.586116545
0.546815232,0.546752894,0.016972964,0.652744368
0.65514915,0.655071018,0.023343009,0.756370374
0.691889136,0.691805468,0.025365255,0.832978859
0.692868082,0.692785448,0.023349646,0.867480177
1.057109929,1.056989544,0.016825762,2.590642476
1.054833551,1.054710882,0.019748358,2.01739468
0.554561206,0.554499863,0.012866745,0.426823979
0.167052723,0.167035473,0.003947018,0.078517556
0.19964612,0.199625355,0.004863001,0.124503678
0.439117696,0.439070651,0.008647431,0.819240894
0.477204176,0.477152736,0.009447418,0.81049968
0.595476114,0.595411591,0.010128761,0.556310474
0.431113105,0.431067775,0.006236555,1.963227083
0.447080668,0.447033582,0.006447014,1.561266478
0.351240544,0.351204044,0.004749001,1.17793559
-0.77502275,-0.774940388,-0.007600187,-4.563846438
-0.210375822,-0.210354162,-0.003586125,-0.306984136
-0.188376156,-0.188356904,-0.002668326,0.841526109
1.353274602,1.353115492,0.021300812,2.839391027
1.344220108,1.344063107,0.020359878,1.73920267
1.858780449,1.858553279,0.026926587,2.425510031
0.999104231,0.998984965,0.023481056,3.617229996
0.81585052,0.815757981,0.016273545,4.616271098
1.064806623,1.06468121,0.021551403,3.378091563
1.203795711,1.203652,0.023492501,3.364828637
-0.650303835,-0.650235066,-0.006968619,-24.67285991
1.215188177,1.215055159,0.011470057,15.64786209
-0.02982455,-0.029821525,-0.001708585,1.453529955
-0.033287332,-0.033283948,-0.002030917,-0.364498871
0.22724558,0.227219807,0.016263151,0.654044508
0.21272933,0.212705208,0.016233532,0.973232803
0.22168253,0.221657273,0.016888715,0.985635058
1.064872621,1.064740964,0.028650359,0.570250995
0.992255248,0.992133464,0.027556135,0.746831717
0.665425871,0.665351091,0.015004447,0.773380664
1.029889266,1.029775327,0.012887664,1.496850889
1.699736592,1.699543042,0.016812176,1.692180589
0.667992151,0.667919055,0.011426528,1.218788843
0.668016206,0.667941533,0.014282504,1.557008287
0.763910745,0.763824535,0.0155789,0.908915148
0.782530567,0.782441582,0.016623289,0.686222578
0.755649243,0.755564709,0.014387231,0.519689702
1.267387569,1.267230471,0.029035139,0.254224799
1.452188786,1.452007386,0.030199609,0.736400122
1.257210549,1.257057896,0.025965063,0.196208738
1.124316259,1.124181343,0.024240192,0.176394384
0.725405371,0.725317032,0.026397686,0.918675234
0.323306267,0.323271487,0.009183389,0.320654051
0.247088104,0.24706191,0.007290362,0.253862554
0.218263594,0.218240698,0.005939707,0.16146302
0.307443896,0.307410957,0.008653695,0.351267287
0.848930933,0.848837753,0.011831468,0.894682074
0.991224429,0.991120174,0.006276126,-6.114699259
1.196274599,1.196132972,0.022290233,1.287286161
1.308495532,1.308339241,0.023567158,1.251690189
1.212339635,1.212195326,0.023070043,1.134587787
1.273066807,1.272922172,0.016498996,-0.796121961
0.999888622,0.999773776,0.018010624,0.584599196
0.639021253,0.638952642,0.0089313,0.630567309
0.832281063,0.832189615,0.011971573,0.781111121
1.068471025,1.068354758,0.010686158,2.906169433
1.402152169,1.401996777,0.013119831,2.323141204
2.405636284,2.405353628,0.021208693,2.376913232
0.799207011,0.799120731,0.00964403,3.822829174
0.370559311,0.370520574,0.005497858,0.254597684
-0.210927782,-0.210906043,-0.003711823,0.277944476
0.017999934,0.017998129,0.000354987,1.416074285
-0.255430373,-0.255403649,-0.005602853,-0.97054077
-0.32430507,-0.324271002,-0.006121624,-0.345091473
-0.251059516,-0.251033486,-0.004460788,0.040456079
0.308614187,0.308582806,0.002040325,-0.115738015
-0.027006823,-0.027004118,-0.000187009,-2.250747611
0.207487841,0.207466867,0.001314368,-0.66747228
0.629898698,0.629833595,0.004065875,0.228306333
0.997929946,0.997824106,0.007344536,0.382810472
0.319167966,0.319135415,0.002407632,0.486956918
0.98091532,0.98080015,0.0211044,0.299900132
0.697991208,0.697910934,0.018190508,-0.977758349
0.699426462,0.699346423,0.017498276,-1.2199401
0.915979825,0.915872051,0.02140468,-2.428052961
1.390695247,1.390524267,0.027812752,2.160376576
1.077674108,1.077551144,0.017091731,2.507891121
1.491024667,1.490850949,0.020010861,1.420619288
1.580808758,1.58062303,0.02119869,1.931277661
0.992630207,0.992519539,0.013926644,1.502988311
1.59105243,1.590859528,0.025747413,1.926237122
1.42566241,1.42547704,0.036392666,2.107823652
1.341675391,1.341499691,0.037522266,1.683264712
0.690511404,0.690423339,0.033376709,1.041631544
0.875957818,0.875838406,0.044026157,1.199361207
0.676219012,0.676133008,0.032949716,0.248654045
0.81323649,0.813131662,0.035033212,0.57785308
1.041953113,1.041814837,0.039645849,1.533503993
1.86827263,1.868042817,0.027888416,0.586406666
1.151045211,1.150915604,0.015271129,-1.034651585
0.558081309,0.558019818,0.012342497,0.538154845
0.570929468,0.570866417,0.012649305,0.542643772
0.629182862,0.629112642,0.014067615,0.553335392
0.597192279,0.597125975,0.013363226,0.485927088
-0.036354165,-0.036350517,-0.000413888,-1.254085396
-0.289749837,-0.28972061,-0.001056146,-0.026627613
1.298781695,1.298642718,0.008491559,1.592301781
1.282382465,1.282245352,0.008388268,0.939094743
1.159049378,1.158926132,0.007677252,0.780891274
0.380068072,0.380026723,0.010657966,1.153611517
0.258727917,0.258700598,0.006773386,0.757659804
0.191251412,0.191231446,0.005329168,0.493635462
0.176915434,0.176897053,0.004726525,-0.382926117
0.160151841,0.160135272,0.00419686,-0.550853239
0.488398216,0.488346165,0.007969688,-0.160426465
0.365965701,0.365927466,0.005429275,-1.010366645
0.469390778,0.469340792,0.007867312,-0.387606553
0.956088116,0.955977247,0.019347122,0.968481255
0.966235319,0.966123106,0.019555929,0.837480535
1.121349307,1.121219037,0.019603359,1.151761855
0.739768071,0.73968933,0.007807463,-1.100001482
1.02547245,1.025360025,0.011675117,-0.745450346
1.353561188,1.353409667,0.014475995,-1.527292926
0.876225661,0.876122051,0.022116084,1.672498184
0.582544516,0.582478307,0.01654984,0.585700637
0.571877589,0.571812741,0.016235863,0.637548357
0.656216973,0.656141064,0.019002468,0.782850718
0.496624153,0.496568902,0.0136399,0.605137014
0.948869442,0.948761126,0.017154745,1.191339275
1.276281786,1.276141775,0.011759966,1.339415046
1.389372139,1.389210591,0.019725357,1.315776678
1.008445938,1.008333834,0.013534103,0.958898069
0.394692507,0.394651353,0.005176589,-0.055898361
0.436278007,0.436232051,0.006468724,-0.139760658
-0.212168802,-0.212146913,-0.003838034,-1.089992785
-0.835849807,-0.835756572,-0.013993655,-1.586933501
-0.718683684,-0.718604669,-0.012053502,-1.671052683
-1.349720246,-1.349567285,-0.016154722,-1.68872082
-0.345315982,-0.345279946,-0.005280235,-1.216182857
0.677417108,0.677344944,0.007912193,0.733217576
0.966941419,0.966836528,0.010274619,-0.527655931
1.17684761,1.176718937,0.011317772,-0.50607431
0.836404755,0.836315232,0.008525889,-0.678565464
0.139713401,0.139699288,0.001231666,-0.483572924
-0.185061742,-0.185042984,-0.001648846,-1.217466382
0.484379602,0.484328825,0.005854598,0.161067776
0.64579358,0.645724544,0.008364862,0.946590379
0.184518338,0.184499188,0.004581842,0.55488847
0.404936296,0.404892328,0.010401111,0.879751466
0.393899285,0.393856596,0.010150434,0.947395392
0.443867487,0.443819432,0.010015459,1.594442055
0.526513365,0.526455346,0.012356495,1.403916925
1.272212037,1.272066275,0.017664794,1.383452925
0.584757063,0.584695503,0.006394754,0.454545406
0.433625374,0.43357874,0.009146501,0.514885699
0.500446814,0.500392345,0.010716623,0.733485045
0.387693545,0.387652436,0.007314714,0.756440324
0.31153068,0.31149801,0.005900317,1.324679854
-0.062242813,-0.062236538,-0.000976433,1.846848357
1.755989464,1.755795925,0.012382688,1.990128245
3.236967093,3.236596321,0.017627651,3.493247046
1.547361131,1.547195981,0.00815751,2.115598235
0.538257538,0.538202152,0.003514001,0.290409962
0.053041065,0.053035647,0.002600082,-0.799834932
0.086531206,0.086522238,0.004402427,0.148819927
0.032805501,0.032802176,0.001668402,0.463176071
0.153017713,0.153001422,0.00783326,1.055424439
0.182288145,0.1822685,0.009413609,0.583916624
1.220604839,1.220471975,0.010727998,2.375207348
1.083248286,1.083130495,0.010591488,1.637035276
1.248392917,1.248254929,0.012766867,1.558950132
1.129045023,1.128923086,0.009696383,2.139166804
0.918526131,0.918428217,0.007998787,3.04284636
0.641534382,0.641467348,0.00544232,2.836404772
1.192069523,1.191947577,0.002785949,20.06389951
-0.380274001,-0.380235618,-0.001135405,7.742927476
1.985400418,1.985169384,0.019837888,-1.493844731
1.333628047,1.333477549,0.015573263,-0.989569346
1.094633032,1.094510763,0.014179963,-0.817217114
1.078643373,1.078520624,0.016727324,0.501506134
1.267145809,1.266999041,0.019182533,1.24192532
0.941795511,0.941697704,0.004668428,-0.896245364
0.769474466,0.769395046,0.003894491,0.817751816
0.109854613,0.109843573,0.00059626,-4.175529684
-1.645081696,-1.644909455,-0.005697266,5.886037502
-2.29589972,-2.295651853,-0.009649108,7.142000834
-3.624322796,-3.623922811,-0.012558955,26.25458315
-2.935959522,-2.935641893,-0.00992165,15.04352804
-4.130829044,-4.130363597,-0.015364997,13.21602332
-0.844599352,-0.844511437,-0.004957853,-14.68108558
-1.260612578,-1.260475928,-0.010181842,-3.915126506
-0.648675603,-0.648607442,-0.00615385,-3.049493802
-0.468796315,-0.46874767,-0.00456399,-1.760416901
-0.04403495,-0.044030531,-0.000418748,0.306308395
-0.392824139,-0.392783484,-0.004235029,-0.060758427
0.001992368,0.001992169,2.44E-05,0.72577674
-0.052958887,-0.052953562,-0.000666678,0.805913902
-0.835066177,-0.834976321,-0.00921614,0.384045227
0.062695387,0.062689036,0.001574299,-0.744188807
0.207560101,0.207538531,0.00475487,-0.247652018
-0.204324871,-0.20430372,-0.004265956,-5.086118339
-0.260074753,-0.260047589,-0.005387131,-3.832541724
-0.435836434,-0.435789581,-0.009091347,-1.94322025
-1.594583843,-1.59440514,-0.014628579,-2.697900045
-0.544154212,-0.544097257,-0.005657156,-0.003639767
0.47565616,0.475606702,0.0048224,0.560425595
-0.064927838,-0.064921305,-0.000764303,-0.518662074
0.004336036,0.004335602,3.10E-05,1.451401743
0.626322098,0.626257198,0.004387423,3.589471632
-0.611795499,-0.61173242,-0.003763927,-1.031774674
-0.60919602,-0.609133216,-0.003749009,-2.397907077
-0.931547807,-0.93145004,-0.006000846,-3.64718282
-1.310801271,-1.310660185,-0.009252374,-4.648374809
-0.015016078,-0.015014575,-0.000126468,0.095416075
0.957349313,0.957241191,0.01568337,1.19491738
0.920362349,0.92025875,0.015228317,0.976940402
0.451825309,0.451777579,0.006834393,0.019202987
1.134692804,1.134568022,0.012084735,-1.60083013
1.277297309,1.277155205,0.013640894,-0.990150788
0.202972381,0.202951821,0.001573012,-4.707554672
0.168656464,0.168639412,0.00134361,-18.50508702
-0.277940166,-0.277911838,-0.002328362,-3.527012781
0.519284124,0.519229749,0.005710327,-1.328238073
0.556073751,0.556014455,0.00803964,0.59223678
0.447770277,0.447723111,0.006465705,0.50718194
0.20553374,0.205512627,0.003301482,0.341782533
0.280300244,0.28027128,0.004038145,0.57327567
0.138842414,0.138828302,0.001988353,0.381199759
0.019720872,0.019718896,0.000227818,0.144218247
0.536075098,0.536017525,0.008967339,0.010542755
0.754651696,0.754565317,0.017529236,0.870520977
0.679397602,0.679320815,0.015785199,0.786728652
0.672576638,0.672500835,0.015401597,0.67912777
0.705448849,0.705368941,0.016086862,0.632334808
0.737984281,0.737902533,0.013056692,-0.190897789
-0.282188717,-0.282160112,-0.0016581,0.771694053
1.778759741,1.778572139,0.006627663,2.231118261
2.490383475,2.490115044,0.0094384,2.997283922
1.528475682,1.528316543,0.004989166,2.310347322
0.816879608,0.816795047,0.004263634,0.442448589
0.922643703,0.922547679,0.004939386,0.761049164
0.424714372,0.424670596,0.003722372,1.006480359
0.596321561,0.596258382,0.007210096,0.62847642
0.576979326,0.576918331,0.006925174,0.598492791
0.523591218,0.523536171,0.00622168,0.612560072
0.538644155,0.538587131,0.007110229,0.663696984
